Nome,Estrela,Pais,Time,Idade,Posicao,Titular,Top Mundial,Lado,Caracteristica 1,Caracteristica 2,Extra
Pavlovic Srđan,False,27,Rudar Prijedor,18,2,False,False,Esquerdo,7,10,aid=0 hash=7 sid=0 tid=0
Damjanovic Gojko,False,27,Rudar Prijedor,17,3,True,False,Direito,11,9,aid=0 hash=9 sid=0 tid=0
Milas,False,27,Rudar Prijedor,17,3,True,False,Direito,4,13,aid=0 hash=10 sid=0 tid=0
Kitić Milorad,False,27,Rudar Prijedor,16,3,True,False,Direito,4,11,aid=0 hash=10 sid=0 tid=0
Papac Darko,False,27,Rudar Prijedor,19,3,False,False,Esquerdo,7,11,aid=0 hash=7 sid=0 tid=0
Penko Feđa,False,27,Rudar Prijedor,17,4,True,False,Direito,9,5,aid=0 hash=7 sid=0 tid=0
Rajko Zoran,False,27,Rudar Prijedor,17,4,True,False,Direito,5,13,aid=0 hash=8 sid=0 tid=0
Mujezinović Mehmed,False,27,Rudar Prijedor,18,4,False,False,Direito,9,5,aid=0 hash=9 sid=0 tid=0
André Salino,False,29,Ríver-PI,16,0,True,False,Esquerdo,1,2,aid=0 hash=8 sid=0 tid=0
James Osorio,False,29,Ríver-PI,19,0,False,False,Esquerdo,0,1,aid=0 hash=10 sid=0 tid=0
José Júlio,False,29,Ríver-PI,16,1,True,False,Direito,6,11,aid=0 hash=8 sid=0 tid=0
Lawrence Gueiros,False,29,Ríver-PI,17,1,True,False,Esquerdo,10,13,aid=0 hash=9 sid=0 tid=0
Dionisio Braz,False,29,Ríver-PI,19,1,False,False,Direito,10,9,aid=0 hash=7 sid=0 tid=0
Amaury Arruda,False,29,Ríver-PI,19,2,True,False,Direito,7,5,aid=0 hash=7 sid=0 tid=0
Otávio Bloch,False,29,Ríver-PI,16,2,True,False,Direito,10,13,aid=0 hash=7 sid=0 tid=0
Harry Capixaba,False,29,Ríver-PI,17,2,False,False,Esquerdo,7,9,aid=0 hash=7 sid=0 tid=0
Ezio Souto,False,29,Ríver-PI,19,3,True,False,Esquerdo,9,4,aid=0 hash=7 sid=0 tid=0
Silvio Leão,False,29,Ríver-PI,16,3,True,False,Esquerdo,9,4,aid=0 hash=7 sid=0 tid=0
Saulo Franco,False,29,Ríver-PI,19,3,True,False,Direito,8,11,aid=0 hash=8 sid=0 tid=0
Cassiano Botelho,False,29,Ríver-PI,19,3,False,False,Direito,4,11,aid=0 hash=8 sid=0 tid=0
Murilo Gentil,False,29,Ríver-PI,18,4,True,False,Direito,5,13,aid=0 hash=9 sid=0 tid=0
Péricles Seixas,False,29,Ríver-PI,16,4,True,False,Esquerdo,9,5,aid=0 hash=9 sid=0 tid=0
Ted,False,29,Ríver-PI,16,4,False,False,Direito,9,12,aid=0 hash=7 sid=0 tid=0
Jonathan,False,79,Sacachispas (GUA),17,0,True,False,Esquerdo,1,2,aid=0 hash=10 sid=0 tid=0
Miguel Ángel,False,79,Sacachispas (GUA),18,0,False,False,Esquerdo,2,0,aid=0 hash=10 sid=0 tid=0
Guillermo Galindo,False,79,Sacachispas (GUA),19,1,True,False,Direito,10,13,aid=0 hash=8 sid=0 tid=0
Carlos Melgar,False,79,Sacachispas (GUA),16,1,True,False,Direito,6,11,aid=0 hash=8 sid=0 tid=0
Carlos Castañeda,False,79,Sacachispas (GUA),16,1,False,False,Esquerdo,6,11,aid=0 hash=10 sid=0 tid=0
José Fernando,False,79,Sacachispas (GUA),18,2,True,False,Direito,7,5,aid=0 hash=7 sid=0 tid=0
Efraín Montoya,False,79,Sacachispas (GUA),19,2,True,False,Esquerdo,10,13,aid=0 hash=7 sid=0 tid=0
Claudio,False,79,Sacachispas (GUA),16,2,False,False,Direito,7,9,aid=0 hash=9 sid=0 tid=0
Rodolfo Valencia,False,79,Sacachispas (GUA),16,3,True,False,Direito,11,13,aid=0 hash=8 sid=0 tid=0
Hugo Halfon,False,79,Sacachispas (GUA),19,3,True,False,Esquerdo,4,11,aid=0 hash=7 sid=0 tid=0
Pablo,False,79,Sacachispas (GUA),16,3,True,False,Direito,4,9,aid=0 hash=10 sid=0 tid=0
Gerson Blanco,False,79,Sacachispas (GUA),16,3,False,False,Direito,4,11,aid=0 hash=10 sid=0 tid=0
Erick,False,79,Sacachispas (GUA),18,4,True,False,Esquerdo,8,11,aid=0 hash=8 sid=0 tid=0
Federico Sánchez,False,79,Sacachispas (GUA),17,4,True,False,Esquerdo,13,8,aid=0 hash=8 sid=0 tid=0
Emilio Rodas,False,79,Sacachispas (GUA),17,4,False,False,Esquerdo,13,8,aid=0 hash=9 sid=0 tid=0
Álvaro Dias,False,5,Sagrada Esperança,16,0,True,False,Direito,1,2,aid=0 hash=7 sid=0 tid=0
Rubén Assis,False,5,Sagrada Esperança,19,0,False,False,Direito,2,0,aid=0 hash=7 sid=0 tid=0
José Geronimo,False,5,Sagrada Esperança,19,1,True,False,Esquerdo,6,13,aid=0 hash=9 sid=0 tid=0
Manuel,False,5,Sagrada Esperança,16,1,True,False,Esquerdo,10,6,aid=0 hash=9 sid=0 tid=0
Tito,False,5,Sagrada Esperança,16,1,False,False,Esquerdo,10,13,aid=0 hash=10 sid=0 tid=0
Lourenço Miguel,False,5,Sagrada Esperança,18,2,True,False,Esquerdo,7,12,aid=0 hash=10 sid=0 tid=0
Nelson Araújo,False,5,Sagrada Esperança,18,2,True,False,Esquerdo,7,13,aid=0 hash=7 sid=0 tid=0
Julião Sá,False,5,Sagrada Esperança,16,2,False,False,Direito,7,10,aid=0 hash=9 sid=0 tid=0
Jorge Machado,False,5,Sagrada Esperança,16,3,True,False,Esquerdo,9,11,aid=0 hash=10 sid=0 tid=0
Rúben,False,5,Sagrada Esperança,19,3,True,False,Esquerdo,7,10,aid=0 hash=9 sid=0 tid=0
Valdemar dos Santos,False,5,Sagrada Esperança,16,3,True,False,Direito,7,11,aid=0 hash=7 sid=0 tid=0
Fernando José,False,5,Sagrada Esperança,18,3,False,False,Direito,10,11,aid=0 hash=9 sid=0 tid=0
Gerson Neto,False,5,Sagrada Esperança,18,4,True,False,Direito,9,11,aid=0 hash=8 sid=0 tid=0
Álvaro Ricardo,False,5,Sagrada Esperança,16,4,True,False,Esquerdo,9,5,aid=0 hash=7 sid=0 tid=0
Tito Torres,False,5,Sagrada Esperança,16,4,False,False,Esquerdo,8,9,aid=0 hash=8 sid=0 tid=0
Raphael Cudjoe,False,75,Samartex,19,0,True,False,Esquerdo,3,1,aid=0 hash=7 sid=0 tid=0
Kingsley,False,75,Samartex,19,0,False,False,Direito,0,1,aid=0 hash=10 sid=0 tid=0
Gregory Dickson,False,75,Samartex,16,1,True,False,Direito,6,10,aid=0 hash=9 sid=0 tid=0
Solomon Acheampong,False,75,Samartex,18,1,True,False,Esquerdo,6,13,aid=0 hash=7 sid=0 tid=0
Mustapha Paintsil,False,75,Samartex,19,1,False,False,Esquerdo,10,13,aid=0 hash=9 sid=0 tid=0
Augustus Coffie,False,75,Samartex,18,2,True,False,Esquerdo,7,12,aid=0 hash=7 sid=0 tid=0
Kwasi Mercer,False,75,Samartex,19,2,True,False,Direito,7,5,aid=0 hash=9 sid=0 tid=0
Timothy Ben Abdallah,False,75,Samartex,17,2,False,False,Esquerdo,7,10,aid=0 hash=10 sid=0 tid=0
Alban Baffoe,False,75,Samartex,18,3,True,False,Direito,7,9,aid=0 hash=7 sid=0 tid=0
Fritz Elliott,False,75,Samartex,19,3,True,False,Direito,9,11,aid=0 hash=7 sid=0 tid=0
Emmanuel Kingston,False,75,Samartex,16,3,True,False,Direito,11,9,aid=0 hash=10 sid=0 tid=0
Harry Warren,False,75,Samartex,16,3,False,False,Esquerdo,8,11,aid=0 hash=10 sid=0 tid=0
David Aidoo,False,75,Samartex,19,4,True,False,Esquerdo,8,9,aid=0 hash=7 sid=0 tid=0
Razak Gbeho,False,75,Samartex,16,4,True,False,Esquerdo,5,13,aid=0 hash=9 sid=0 tid=0
Jeff,False,75,Samartex,16,4,False,False,Esquerdo,13,9,aid=0 hash=8 sid=0 tid=0
Martín Wellmann,False,79,Sanarate,16,0,True,False,Direito,0,3,aid=0 hash=7 sid=0 tid=0
Alfonso Bos,False,79,Sanarate,17,0,False,False,Direito,0,1,aid=0 hash=7 sid=0 tid=0
Gonzalo Tischler,False,79,Sanarate,16,1,True,False,Direito,10,9,aid=0 hash=10 sid=0 tid=0
Rodrigo Berger,False,79,Sanarate,17,1,True,False,Direito,6,10,aid=0 hash=9 sid=0 tid=0
Eduardo Schuster,False,79,Sanarate,17,1,False,False,Esquerdo,10,6,aid=0 hash=9 sid=0 tid=0
Moisés Arzú,False,79,Sanarate,19,2,True,False,Esquerdo,7,10,aid=0 hash=9 sid=0 tid=0
Miguel Ángel,False,79,Sanarate,17,2,True,False,Direito,5,12,aid=0 hash=7 sid=0 tid=0
Alberto Torres,False,79,Sanarate,16,2,False,False,Esquerdo,7,10,aid=0 hash=8 sid=0 tid=0
Alberto,False,79,Sanarate,18,3,True,False,Esquerdo,4,9,aid=0 hash=8 sid=0 tid=0
Guillermo Reyes,False,79,Sanarate,19,3,True,False,Direito,4,11,aid=0 hash=7 sid=0 tid=0
Kevin Granados,False,79,Sanarate,17,3,True,False,Direito,4,11,aid=0 hash=9 sid=0 tid=0
José Fernando,False,79,Sanarate,19,3,False,False,Direito,4,13,aid=0 hash=10 sid=0 tid=0
Óscar Santizo,False,79,Sanarate,17,4,True,False,Direito,5,13,aid=0 hash=8 sid=0 tid=0
Mario,False,79,Sanarate,19,4,True,False,Esquerdo,8,9,aid=0 hash=9 sid=0 tid=0
Fredy,False,79,Sanarate,17,4,False,False,Esquerdo,9,5,aid=0 hash=10 sid=0 tid=0
Alonso Marín,False,51,San Carlos,18,0,True,False,Esquerdo,3,1,aid=0 hash=8 sid=0 tid=0
Gerald Alfaro,False,51,San Carlos,17,0,False,False,Esquerdo,0,1,aid=0 hash=8 sid=0 tid=0
Danny,False,51,San Carlos,17,1,True,False,Esquerdo,10,6,aid=0 hash=10 sid=0 tid=0
Sergio,False,51,San Carlos,18,1,True,False,Direito,6,10,aid=0 hash=7 sid=0 tid=0
Bernardo Myers,False,51,San Carlos,19,1,False,False,Esquerdo,10,6,aid=0 hash=8 sid=0 tid=0
Vladimir Myers,False,51,San Carlos,19,2,True,False,Esquerdo,5,12,aid=0 hash=7 sid=0 tid=0
Andrés Toledo,False,51,San Carlos,17,2,True,False,Direito,5,12,aid=0 hash=9 sid=0 tid=0
Fernando,False,51,San Carlos,19,2,False,False,Direito,7,13,aid=0 hash=8 sid=0 tid=0
Alonso,False,51,San Carlos,18,3,True,False,Esquerdo,10,13,aid=0 hash=9 sid=0 tid=0
José,False,51,San Carlos,18,3,True,False,Direito,9,11,aid=0 hash=10 sid=0 tid=0
Tomás Gallegos,False,51,San Carlos,18,3,True,False,Esquerdo,7,11,aid=0 hash=9 sid=0 tid=0
Ricardo Bolaños,False,51,San Carlos,16,3,False,False,Direito,7,13,aid=0 hash=8 sid=0 tid=0
Josué,False,51,San Carlos,17,4,True,False,Esquerdo,9,5,aid=0 hash=9 sid=0 tid=0
Gilberto Rodríguez,False,51,San Carlos,17,4,True,False,Direito,13,9,aid=0 hash=9 sid=0 tid=0
Emilio Oviedo,False,51,San Carlos,17,4,False,False,Esquerdo,9,12,aid=0 hash=9 sid=0 tid=0
Javier Cruz,False,147,San Francisco,20,0,True,False,Esquerdo,0,2,aid=0 hash=5 sid=0 tid=0
Mario Marcelin,False,147,San Francisco,17,0,False,False,Direito,3,1,aid=0 hash=4 sid=0 tid=0
Carlos Prado,False,147,San Francisco,19,1,True,False,Esquerdo,11,6,aid=0 hash=8 sid=0 tid=0
Oscar Rodela,False,147,San Francisco,16,1,False,False,Direito,6,7,aid=0 hash=8 sid=0 tid=0
Jiovany Ramos,False,147,San Francisco,17,1,False,False,Esquerdo,13,6,aid=0 hash=2 sid=0 tid=0
Ricardo Aceija,False,147,San Francisco,17,2,False,False,Direito,10,12,aid=0 hash=10 sid=0 tid=0
Ángel Valverde,False,147,San Francisco,19,2,True,False,Esquerdo,7,5,aid=0 hash=7 sid=0 tid=0
Andres Andrade,False,147,San Francisco,18,2,False,False,Direito,12,7,aid=0 hash=4 sid=0 tid=0
Carlos Agudelo,False,147,San Francisco,16,3,False,False,Esquerdo,4,11,aid=0 hash=7 sid=0 tid=0
Pablo Magallon,False,147,San Francisco,19,3,False,False,Direito,11,8,aid=0 hash=4 sid=0 tid=0
Adan Barreiro,False,147,San Francisco,19,3,False,False,Esquerdo,10,11,aid=0 hash=8 sid=0 tid=0
Valentin Rodis,False,147,San Francisco,18,3,False,False,Direito,7,10,aid=0 hash=3 sid=0 tid=0
Joel Thompson,False,147,San Francisco,19,4,True,False,Esquerdo,13,9,aid=0 hash=6 sid=0 tid=0
Adolfo Canosa,False,147,San Francisco,16,4,False,False,Direito,9,8,aid=0 hash=5 sid=0 tid=0
Alessandro Canales,False,147,San Francisco,19,4,True,False,Esquerdo,5,9,aid=0 hash=5 sid=0 tid=0
Elías Chaves,False,51,San Jose,16,0,True,False,Direito,2,0,aid=0 hash=10 sid=0 tid=0
Emilio Sequeira,False,51,San Jose,19,0,False,False,Esquerdo,2,0,aid=0 hash=7 sid=0 tid=0
Ignacio Peña,False,51,San Jose,19,1,True,False,Direito,10,6,aid=0 hash=7 sid=0 tid=0
Nicolás Montoya,False,51,San Jose,16,1,True,False,Esquerdo,6,10,aid=0 hash=7 sid=0 tid=0
Julio,False,51,San Jose,16,1,False,False,Direito,10,6,aid=0 hash=8 sid=0 tid=0
Walter Castillo,False,51,San Jose,16,2,True,False,Direito,7,9,aid=0 hash=7 sid=0 tid=0
Melvin Castro,False,51,San Jose,18,2,True,False,Direito,7,13,aid=0 hash=7 sid=0 tid=0
Giancarlo Badilla,False,51,San Jose,19,2,False,False,Esquerdo,10,13,aid=0 hash=8 sid=0 tid=0
Danilo Gamboa,False,51,San Jose,17,3,True,False,Direito,10,11,aid=0 hash=9 sid=0 tid=0
Erick Bolaños,False,51,San Jose,19,3,True,False,Esquerdo,7,13,aid=0 hash=8 sid=0 tid=0
Osman Navarro,False,51,San Jose,19,3,True,False,Esquerdo,7,9,aid=0 hash=8 sid=0 tid=0
Johan Gamboa,False,51,San Jose,18,3,False,False,Esquerdo,11,9,aid=0 hash=8 sid=0 tid=0
Manfred Francis,False,51,San Jose,18,4,True,False,Direito,9,5,aid=0 hash=8 sid=0 tid=0
César Gallegos,False,51,San Jose,19,4,True,False,Esquerdo,13,9,aid=0 hash=9 sid=0 tid=0
René López,False,51,San Jose,19,4,False,False,Direito,13,8,aid=0 hash=7 sid=0 tid=0
Jaime Smith,False,51,Sporting FC (CRC),17,0,True,False,Direito,0,2,aid=0 hash=8 sid=0 tid=0
Adrián Brenes,False,51,Sporting FC (CRC),19,0,False,False,Direito,1,2,aid=0 hash=10 sid=0 tid=0
Joaquín Díaz,False,51,Sporting FC (CRC),16,1,True,False,Direito,6,13,aid=0 hash=10 sid=0 tid=0
Víctor Sánchez,False,51,Sporting FC (CRC),16,1,True,False,Esquerdo,10,11,aid=0 hash=9 sid=0 tid=0
Allan Díaz,False,51,Sporting FC (CRC),17,1,False,False,Esquerdo,10,6,aid=0 hash=9 sid=0 tid=0
Elías Calderón,False,51,Sporting FC (CRC),19,2,True,False,Direito,7,5,aid=0 hash=10 sid=0 tid=0
Alfredo Rojas,False,51,Sporting FC (CRC),16,2,True,False,Esquerdo,7,13,aid=0 hash=9 sid=0 tid=0
Eusebio Bolaños,False,51,Sporting FC (CRC),16,2,False,False,Direito,7,9,aid=0 hash=7 sid=0 tid=0
Óscar Fernández,False,51,Sporting FC (CRC),17,3,True,False,Direito,7,5,aid=0 hash=7 sid=0 tid=0
Eugenio Wallace,False,51,Sporting FC (CRC),17,3,True,False,Esquerdo,7,10,aid=0 hash=9 sid=0 tid=0
Erick Cardona,False,51,Sporting FC (CRC),18,3,True,False,Direito,4,11,aid=0 hash=8 sid=0 tid=0
Evangelista Guillén,False,51,Sporting FC (CRC),16,3,False,False,Esquerdo,10,11,aid=0 hash=8 sid=0 tid=0
Roberto Moya,False,51,Sporting FC (CRC),18,4,True,False,Direito,8,9,aid=0 hash=9 sid=0 tid=0
Víctor Pinto,False,51,Sporting FC (CRC),18,4,True,False,Esquerdo,13,9,aid=0 hash=7 sid=0 tid=0
Leonel Mena,False,51,Sporting FC (CRC),16,4,False,False,Esquerdo,9,13,aid=0 hash=9 sid=0 tid=0
Carlos Archila,False,79,San Pedro,19,0,True,False,Direito,2,0,aid=0 hash=9 sid=0 tid=0
Mariano Castillo,False,79,San Pedro,16,0,False,False,Esquerdo,1,2,aid=0 hash=7 sid=0 tid=0
Mauricio Westphal,False,79,San Pedro,17,1,True,False,Direito,10,6,aid=0 hash=8 sid=0 tid=0
Guillermo Palma,False,79,San Pedro,18,1,True,False,Direito,10,11,aid=0 hash=9 sid=0 tid=0
Hugo Lucas,False,79,San Pedro,19,1,False,False,Direito,6,11,aid=0 hash=10 sid=0 tid=0
Antonio Maeda,False,79,San Pedro,18,2,True,False,Esquerdo,7,13,aid=0 hash=9 sid=0 tid=0
Alejandro Hernández,False,79,San Pedro,17,2,True,False,Esquerdo,10,13,aid=0 hash=8 sid=0 tid=0
Héctor,False,79,San Pedro,17,2,False,False,Esquerdo,7,10,aid=0 hash=9 sid=0 tid=0
Sergio Paredes,False,79,San Pedro,19,3,True,False,Direito,7,9,aid=0 hash=9 sid=0 tid=0
Vinicio,False,79,San Pedro,17,3,True,False,Direito,10,11,aid=0 hash=8 sid=0 tid=0
Juan Manuel Marvin,False,79,San Pedro,17,3,True,False,Direito,4,9,aid=0 hash=10 sid=0 tid=0
Raúl,False,79,San Pedro,19,3,False,False,Esquerdo,7,11,aid=0 hash=9 sid=0 tid=0
Víctor Ordóñez,False,79,San Pedro,17,4,True,False,Direito,8,11,aid=0 hash=9 sid=0 tid=0
Rodolfo Lehnhoff,False,79,San Pedro,19,4,True,False,Direito,9,8,aid=0 hash=8 sid=0 tid=0
Edwin,False,79,San Pedro,18,4,False,False,Direito,9,8,aid=0 hash=8 sid=0 tid=0
Danilo Jiménez,False,51,Santa Ana (CRC),18,0,True,False,Direito,3,1,aid=0 hash=8 sid=0 tid=0
Oscar Wright,False,51,Santa Ana (CRC),17,0,False,False,Esquerdo,0,3,aid=0 hash=10 sid=0 tid=0
José Rafael,False,51,Santa Ana (CRC),17,1,True,False,Esquerdo,10,11,aid=0 hash=10 sid=0 tid=0
Hugo Núñez,False,51,Santa Ana (CRC),18,1,True,False,Esquerdo,10,11,aid=0 hash=10 sid=0 tid=0
Juan Pablo,False,51,Santa Ana (CRC),19,1,False,False,Esquerdo,10,11,aid=0 hash=9 sid=0 tid=0
Rafael Soto,False,51,Santa Ana (CRC),17,2,True,False,Esquerdo,7,10,aid=0 hash=8 sid=0 tid=0
Abel Martínez,False,51,Santa Ana (CRC),18,2,True,False,Direito,7,5,aid=0 hash=8 sid=0 tid=0
Johnny Wilson,False,51,Santa Ana (CRC),17,2,False,False,Esquerdo,7,10,aid=0 hash=9 sid=0 tid=0
Ulises Fonseca,False,51,Santa Ana (CRC),19,3,True,False,Esquerdo,7,13,aid=0 hash=10 sid=0 tid=0
Marco Solano,False,51,Santa Ana (CRC),16,3,True,False,Direito,4,11,aid=0 hash=7 sid=0 tid=0
Francisco María,False,51,Santa Ana (CRC),19,3,True,False,Esquerdo,11,13,aid=0 hash=10 sid=0 tid=0
Arturo Campos,False,51,Santa Ana (CRC),17,3,False,False,Direito,4,13,aid=0 hash=7 sid=0 tid=0
Joel Elizondo,False,51,Santa Ana (CRC),18,4,True,False,Direito,9,5,aid=0 hash=9 sid=0 tid=0
Andrey Gutiérrez,False,51,Santa Ana (CRC),17,4,True,False,Esquerdo,9,8,aid=0 hash=9 sid=0 tid=0
Mariano Salazar,False,51,Santa Ana (CRC),18,4,False,False,Direito,8,11,aid=0 hash=10 sid=0 tid=0
Thiago Henrique,False,29,Santa Cruz,19,0,True,False,Esquerdo,0,3,aid=0 hash=5 sid=0 tid=0
Elias,False,29,Santa Cruz,19,0,False,False,Direito,0,1,aid=0 hash=9 sid=0 tid=0
Alemão,False,29,Santa Cruz,19,1,True,False,Esquerdo,10,9,aid=0 hash=1 sid=0 tid=0
Diego,False,29,Santa Cruz,17,2,True,False,Esquerdo,7,13,aid=0 hash=7 sid=0 tid=0
Kayk Xavier,False,29,Santa Cruz,18,2,True,False,Direito,7,13,aid=0 hash=1 sid=0 tid=0
André Luiz,False,29,Santa Cruz,19,2,False,False,Esquerdo,7,10,aid=0 hash=6 sid=0 tid=0
Jonas,False,29,Santa Cruz,19,2,False,False,Direito,10,13,aid=0 hash=3 sid=0 tid=0
Wenderson,False,29,Santa Cruz,19,3,True,False,Esquerdo,11,12,aid=0 hash=1 sid=0 tid=0
Raí,False,29,Santa Cruz,18,3,True,False,Esquerdo,9,11,aid=0 hash=9 sid=0 tid=0
Igor Cezario,False,29,Santa Cruz,19,3,True,False,Direito,11,10,aid=0 hash=5 sid=0 tid=0
Alleph,False,29,Santa Cruz,20,3,False,False,Esquerdo,11,8,aid=0 hash=3 sid=0 tid=0
Felipinho,False,29,Santa Cruz,18,3,False,False,Direito,11,8,aid=0 hash=1 sid=0 tid=0
Ezequiel,False,29,Santa Cruz,18,4,True,False,Esquerdo,5,13,aid=0 hash=6 sid=0 tid=0
Gabriel Cardoso,False,29,Santa Cruz,19,4,True,False,Esquerdo,9,8,aid=0 hash=2 sid=0 tid=0
Hugo,False,29,Santa Cruz,17,4,False,False,Direito,9,11,aid=0 hash=6 sid=0 tid=0
Romero Diaz,False,4,Santa Coloma,17,3,False,False,Esquerdo,10,13,aid=0 hash=2 sid=0 tid=0
Joel Ferreira,False,4,Santa Coloma,18,4,False,False,Direito,13,9,aid=0 hash=7 sid=0 tid=0
Alonso,False,29,Santa Cruz RN,16,0,True,False,Direito,1,2,aid=0 hash=8 sid=0 tid=0
Aloísio,False,29,Santa Cruz RN,19,0,False,False,Direito,2,0,aid=0 hash=7 sid=0 tid=0
Tadeu Fortunato,False,29,Santa Cruz RN,17,1,True,False,Esquerdo,6,10,aid=0 hash=8 sid=0 tid=0
Matheus Prata,False,29,Santa Cruz RN,17,1,True,False,Direito,6,10,aid=0 hash=8 sid=0 tid=0
Valmir Furtado,False,29,Santa Cruz RN,18,1,False,False,Esquerdo,6,13,aid=0 hash=7 sid=0 tid=0
Abner Silva,False,29,Santa Cruz RN,17,2,True,False,Direito,7,12,aid=0 hash=7 sid=0 tid=0
Gerald Porto,False,29,Santa Cruz RN,16,2,True,False,Esquerdo,7,13,aid=0 hash=8 sid=0 tid=0
Bebeto,False,29,Santa Cruz RN,18,2,False,False,Esquerdo,7,13,aid=0 hash=10 sid=0 tid=0
Gaspar José,False,29,Santa Cruz RN,17,3,True,False,Esquerdo,7,10,aid=0 hash=8 sid=0 tid=0
Ezio Renner,False,29,Santa Cruz RN,16,3,True,False,Esquerdo,9,4,aid=0 hash=9 sid=0 tid=0
Demian Matos,False,29,Santa Cruz RN,17,3,True,False,Esquerdo,7,11,aid=0 hash=9 sid=0 tid=0
Vítor Falcão,False,29,Santa Cruz RN,18,3,False,False,Esquerdo,8,11,aid=0 hash=10 sid=0 tid=0
Décio Sala,False,29,Santa Cruz RN,16,4,True,False,Esquerdo,9,11,aid=0 hash=7 sid=0 tid=0
Artur Gueiros,False,29,Santa Cruz RN,18,4,True,False,Direito,9,12,aid=0 hash=8 sid=0 tid=0
Elmo Miranda,False,29,Santa Cruz RN,16,4,False,False,Direito,8,11,aid=0 hash=8 sid=0 tid=0
Pablo Gordillo,False,79,Santa Lucia (GUA),19,0,True,False,Esquerdo,1,2,aid=0 hash=7 sid=0 tid=0
Edgar Asturias,False,79,Santa Lucia (GUA),19,0,False,False,Esquerdo,2,0,aid=0 hash=7 sid=0 tid=0
Roberto Iriarte,False,79,Santa Lucia (GUA),16,1,True,False,Esquerdo,6,11,aid=0 hash=9 sid=0 tid=0
Gonzalo Castañeda,False,79,Santa Lucia (GUA),19,1,True,False,Esquerdo,6,11,aid=0 hash=7 sid=0 tid=0
Héctor,False,79,Santa Lucia (GUA),17,1,False,False,Direito,10,6,aid=0 hash=10 sid=0 tid=0
Erick Ajpacaja,False,79,Santa Lucia (GUA),18,2,True,False,Esquerdo,7,10,aid=0 hash=7 sid=0 tid=0
José Fernando,False,79,Santa Lucia (GUA),19,2,True,False,Direito,7,10,aid=0 hash=7 sid=0 tid=0
Eduardo,False,79,Santa Lucia (GUA),18,2,False,False,Esquerdo,7,5,aid=0 hash=10 sid=0 tid=0
Sergio Colom,False,79,Santa Lucia (GUA),19,3,True,False,Esquerdo,7,11,aid=0 hash=7 sid=0 tid=0
Kevin Girard,False,79,Santa Lucia (GUA),19,3,True,False,Esquerdo,11,9,aid=0 hash=8 sid=0 tid=0
Byron Montoya,False,79,Santa Lucia (GUA),19,3,True,False,Esquerdo,7,5,aid=0 hash=10 sid=0 tid=0
Marco Zamora,False,79,Santa Lucia (GUA),19,3,False,False,Direito,7,9,aid=0 hash=10 sid=0 tid=0
Kevin Pujol,False,79,Santa Lucia (GUA),19,4,True,False,Esquerdo,8,11,aid=0 hash=9 sid=0 tid=0
Henry Enríquez,False,79,Santa Lucia (GUA),16,4,True,False,Esquerdo,9,8,aid=0 hash=9 sid=0 tid=0
Erick Araneda,False,79,Santa Lucia (GUA),19,4,False,False,Esquerdo,9,12,aid=0 hash=9 sid=0 tid=0
Haroldo López,False,29,Santo André,16,0,True,False,Esquerdo,1,2,aid=0 hash=8 sid=0 tid=0
Omar Busatto,False,29,Santo André,16,0,False,False,Direito,2,0,aid=0 hash=8 sid=0 tid=0
Vitor Cearense,False,29,Santo André,17,1,True,False,Direito,6,10,aid=0 hash=9 sid=0 tid=0
Odilon Renner,False,29,Santo André,19,1,True,False,Direito,10,11,aid=0 hash=9 sid=0 tid=0
Victor Gabriel,False,29,Santo André,19,1,False,False,Esquerdo,10,13,aid=0 hash=7 sid=0 tid=0
Antônio José,False,29,Santo André,18,2,True,False,Direito,7,10,aid=0 hash=10 sid=0 tid=0
Affonso Baiano,False,29,Santo André,17,2,True,False,Direito,7,12,aid=0 hash=9 sid=0 tid=0
Léo,False,29,Santo André,17,2,False,False,Esquerdo,7,13,aid=0 hash=7 sid=0 tid=0
Urbano Simon,False,29,Santo André,18,3,True,False,Direito,4,11,aid=0 hash=10 sid=0 tid=0
Amarildo Gentil,False,29,Santo André,16,3,True,False,Direito,10,12,aid=0 hash=7 sid=0 tid=0
Wolf,False,29,Santo André,18,3,True,False,Esquerdo,7,13,aid=0 hash=9 sid=0 tid=0
Cid Miranda,False,29,Santo André,17,3,False,False,Direito,4,11,aid=0 hash=9 sid=0 tid=0
Washington Heck,False,29,Santo André,19,4,True,False,Direito,9,5,aid=0 hash=9 sid=0 tid=0
Odilon,False,29,Santo André,19,4,True,False,Direito,9,11,aid=0 hash=7 sid=0 tid=0
Ryan Luz,False,29,Santo André,19,4,False,False,Direito,9,5,aid=0 hash=10 sid=0 tid=0
Gustavo Jundi,False,29,Santos,19,0,True,False,Esquerdo,0,1,aid=0 hash=5 sid=0 tid=0
João Vitor,False,29,Santos,19,0,False,False,Direito,0,3,aid=0 hash=7 sid=0 tid=0
Kevyson,False,29,Santos,19,1,True,False,Direito,10,13,aid=0 hash=10 sid=0 tid=0
Robert,False,29,Santos,19,1,True,False,Esquerdo,10,11,aid=0 hash=5 sid=0 tid=0
Diego Santos,False,29,Santos,17,2,True,False,Esquerdo,7,10,aid=0 hash=5 sid=0 tid=0
Gustavo Henrique,False,29,Santos,18,2,True,False,Direito,7,10,aid=0 hash=4 sid=0 tid=0
